"Mặc dù túi và hình ảnh trên ly k liên quan nhưng chất liệu, màu sắc rất ok. Chất lượng chưa dùng nên chưa biết 😊😊.",0
"hàng đẹp, đã sử dụng thử rất ok, không bị thấm nước qua bên ngoài thành ly. shop bán hàng rất nhiệt tình",0
"Mặc dù cái túi màu và hình ảnh không liên quan lắm với cái ly nhưng vẫn đánh giá 5 sao nhé. Túi dày, ly đẹp, giữ nhiệt tốt. ống hút inox chắc chắn. đầy đủ phụ kiện nên khá là tiết kiệm. sẽ ủng hộ shop lần sau ạ",0
"shop nhiệt tình ghê luôn nhắn tin hỏi mình chọn màu nào rồi còn gọi lại hỏi 1 lân nửa, giao hàng đóng gói bao kỹ, hàng đẹp, đầy đủ 2 ống hút 1 cọ vệ sinh,túi nắp. Nói chung vô cùng hài lòng",0
Rất hài lòng,0
rất hài lòng chỉ điều là hình màu trắng nhưng giao màu xanh thôi... nhưng k sao,0
trong hình màu trắng đen giao trắng xanh dương là sao,1
ko hài long . hang ko có dường viền,1
Đẹp mà hơi rộng,0
"đẹp  đến  từng  cm  ,cảm ơn  xẽ  ủng  hộ  lâu dài  nêu co dip",0
với giá náy thì ok.nhưng lớp lót bên trong  là vải dù nên rất nóng.Túi cạn không có khóa kéo.túi trong cũng cạn không để điên thoại được.,1
"được, y hình  giao hàng rât nhanh ,măc rất  mát",0
Nhận hàng như hình.Sản phẩm sử dụng tạm được túi hông quá nóng . giao hàng nhanh.,0
Hủy con mẹ rùi mà shops vẫn gửi. ukm thì nhận nhìn chung hàng đẹp vcl tuy nhiên đường may bị đùng vải lần sau gửi hàng phai cho QC kiểm nhá shop,1
ko cho trả hàng,1
kính sài khá tốt,0
hàng dỏm... xem không như quảng cáo,1
hàng rất tốt rất hài lòng,0
can lazada xem lại  ko dong  hang rất tệ,1
sao ko mo len duoc vay shop,1
hàng dởm y chang đồ chơi trẻ em,1
sản phẩm rất tốt và rất đẹp nhưng hơi rộng,0
đẹp quá nha ><,0
"Giao hàng nhanh.Nhưng sản phẩm rất tệ,vừa đeo vào đã sứt dây ra.Khuyên mọi ng k nên mua các loại vòng dây kiểu này.Mặt vòng cũng k có phát sáng",1
"vòng tay phong thuỷ ko đáng giá chút nào,hàng giao dây đã đứt thì đeo làm sao.",1
"Hi shop , sao lại giao thiếu phụ kiện vậy,  vấn đề này mình liên lạc cs hay shop đây,  vui long fb sớm giúp mình.",1
"nhận được hàng ok,nhưng k hài lòng cho mấy vì để kèm theo 2 cáp sạt mà k có cái nào hết,nhưng nếu về text thử nếu ok sẽ ủng hộ cái nữa,shop nhớ xem kỹ trước khi gửi hàng nhé",1
hát mau hết pin wa,1
hàng đẹp giá ok... mọi người nên mua,0
xấu quá Shop ơi .Mình không mấy hài lòng Cho lắm,1
tưởng nhựa cứng ai ngờ nhựa dẻo,1
mới mua về đã bị nức,1
đẹp giao hàng có Chất lượng,0
rất tốt giao hàng rất nhanh,0
mình mới mua xong sp tốt vượt mong đợi các bạn nên mua . loa nghe to rõ . thời gian pin dùng bao lâu thì chưa biết . ủng hộ shop uy tín cho shop full sao,0
"hàng đẹp nhưng chát ko được,  chỉ nghe chứ nói bên kia ko nghe được!",1
Hàng về rồi. Shop gói hàng kĩ quá 😁😁. Chất lượng tốt lắm. Cảm ơn shop nha,0
hàng tốt lắm,0
làm ăn gian dối lừa đảo mùa 6 gửi có 5 mình mua mỗi màu khác nhau mà gửi 4 màu tím một màu xanh. ko nên mua hàng ở shop nầy nữa nha mọi người.,0
Đặt full đỏ nhưng ra mấy cái màu tài lao,1
đặt 3 lần 1 màu về 3 màu shop quá tệ,1
đặt 3 lần 1 màu về 3 màu quá tệ,1
Màu giống hình ghê ta,0
"Hàng không có nhãn mác, nói là của nhật mà mình chẳng thấy gì để xác định nguồn gốc. Cắm vào làm âm thanh nhỏ đi chẳng thấy gì",1
Khuyên chuyên gia hãy kiểm tra thử rồi hãy bán cho khách. Thiết bị này chất lượng kém âm thanh nghe bị méo bass ko ra bass tres ko ra tres âm thanh nhỏ,1
Bậy quá không hữu dụng.,1
"sản phẩm gây thất vọng quá, gắn vào không tăng chút nào mà còn nhỏ đi nữa.",1
"Sản phẩm tốt. Nhựa cứng, lò xo chắc chắn. Bị cái tay cầm khi lắp máy hơi vênh, nút điều khiển không giống hình, cơ mà nút điều khiển rất tốt: giác hút chặt, sử dụng nhạy.",0
mua 2 cái thi ship đến bị vỡ nát mất 1 cái. nhắn tin shop không thèm trả lời!,1
bữa truoc minh co mua đt mi4 giờ nó hư cam ứng rồi ma mình dùng chưa được 1 thang ma sao ko bao hanh.. ma shop noi đối hang trong 1thang ma ..gio bao hanh cung ko luon,1
đc,0
"Hàng quá đẹp giá lại rẻ, thiết kế thông minh có nhiều chỗ hứng gió bên ngoài làm người mặc thấy mát hơn, chất vải kaki đẹp. Duy chỉ có phần xỏ ngón hơi dị hợm cần chỉnh sửa lại chứ vầy sao xỏ ngón dc, chỗ xỏ ngón cái quá dư, 4 ngón còn lại quá thiếu, k xỏ dc thì khi chạy xe gió thổi lật ngược lên chứ k che nắng dc. Đánh giá sp hoàn thiện 99%",0
"Giao hàng sai kích thước, trậm trễ và thiếu trách nhiệm trong việc đổi trả sảm phẩm trong khi lỗi thuộc về nhà cung cấp.",1
mình đặt màu xanh lá cây mà giao cho mình sản phẩm màu mày là sao shop?!?,1
"nói chung là ok men, anh em nào cao khoảng 1m65-1m70 mua size L là vừa, áo chống nắng nên không sợ chật đâu, kể cả bụng to",0
"áo phom đẹp ko rộng,vải có vẻ mỏng, chưa mặc ra nắng nhưng có nhiều lỗ thông gió nên mặc mát",0
"xe chạy bốc,mạnh, còn bền thì chưa biết.. giao hàng hơi lâu.. nói chung sản phẩm chất lượng và giao đúng yêu cầu . có dịp sẻ ủng hộ thêm",0
"mình đã nhận đc xe rồi shop ạ. Xe nhìn chất quá, chạy cũng khỏe. chồng mình ngồi lên 65kg vẫn chạy vèo vèo, tư vấn nhiệt tình, xe cũng dễ dùng thôi. đặc biệt mình thấy giá shop bán rẻ hơn vơi thị trường khá nhiều.",0
quá ổn. mua 2c chạy tốt cả 2. 5 sao nhé,0
Trên cả tuyệt vời shop ơi. Sang tuần sẽ mua thêm cái nữa.,0
"Điểm 10
-Cho chất Lượng
-Thời Gian Giang Hàng Nhanh
-Cách Phục vụ tốt",0
Cảm ơn shop đã gửi giao hàng được 1 ngày mới giao cho tôi nhận hàng!! Nhanh quá 👏👏 chốt chính là đúng đủ k còn thiếu gì đâu ☺️ lần sau ủng hộ shop nha👍,0
"Shop phục vụ tốt, giao hàng đúng mẫu đã chọn. Hàng tốt",0
"giao hàng nhanh đầy đủ phụ kiện giữ đá khoảng 6 tiếng hoặc hơn , ly kín để nghiêng k bị đổ nhưng xài được 2 ngày thì ly bị tươm nước",1
Cũng được mà có cái túi hơi chuối,0
tui đặt mẫu số 2 mà shop gửi tui gậy đó.làm ăn gian dối,1
đẹp,0
"áo rất đẹp đúng màu mk đặt,mặt rất vừa ,shipper nhiệt tình đẹp trai nói chuyện dễ thương nữa,cảm ơn shop mk sẽ giới thiệu cho a e bận bề ủng hộ shop",0
rất tốt nha ae mua ủng hộ nhưng mua áo này ae có áo thun rồi thì thôi chưa có thì mua thêm áo thun trắng hoặc đen mặc trong nhá,0
đẹp lắm shop,0
VẢI HƠI MỎNG NHÉ SHOP,1
"vải nhẹ,thoải mái, đúng fom,chỉ có điều họa tiết in có vài chỗ bị nhèo,ổn so với tầm giá cho shop 4.5 star",0
"San pham tot. Hinh anh, am thanh chat luong.sem phim hinh anh chat luong cao nhu di xem rap. Dag mua.",0
sản phẩm đóng gói đẹp.. giao hành nhanh chóng. nói chung là quá ổn trong tầm giá.. đáng mua ạ,0
"2 bộ thì 1 dc 1 mỏng,ổn so với giá",0
giao hàng lủng lỗ trên quần.,1
đẹp đúng  giống như hình.,0
Hơi ôm. chất liệu vải ok. nếu mua trừ hao vài số cân nặng,0
"hàng đẹp, so với size chuẩn thì hơi nhỏ",0
giao hàng nhanh chất liệu không tốt lắm nhưng hàng đẹp pk 5 sao,0
"hang phu hop gia tien,  ba lo hoi mong manh,  ao khoac ok",0
balo bị đứt dây nha,1
"đồ dùng đc, ok sẽ ủng hộ cho shop thêm",0
Hàng như lol,1
Hàng lừa đảo rồi,1
Hàng nhái không tốt 1 sao,1
Hàng phế phẩm,1
"Shop bán hàng không có tâm, lừa đảo",1
"Shop không cho trả hàng, lừa dối khách hàng",1
"hàng tốt, mình sẽ mua thêm",0
"dkm, shop bán hàng cũ bào hàng mới, bố láo",1
"Hàng tối, giao nhanh",0
Hàng như cứt,1
không có gì để chê về sản_phẩm cả giá tốt hơn,0
Giao hàng đúng tiêu_chuẩn,0
ĐT dùng tốt chưa có vấn_đề gì giao hàng nhanh,0
Sp hk đc tốt đứng máy e cần tiki đổi sp kh,1
 Hàng công_ty máy chạy tốt_Thanks ,0
Mua 25/2 mở ra thấy bị lỗi sơn viền ,1
Hàng ok nhưng thấy vỏ hộp có vết mực bi đánh,1
Sản_phẩm đúng như mô_tả Nguyên seal,0
"Mọi thứ quay mồng mồng mà không làm được gì. G phải đăng nhập lần thứ 5. Tạo tài khoản Samsung khởi động lại 3 lần chưa được.
",1
"mới mua về mà có cuộc gọi đến đều không bấm được phím gọi và phím tắt , chất lượng kém quá làm thế nào hả tiki ?",1
